Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
35,2016-04-24,0.78,6746174.8,2621906.13,1746409.68,130993.85,2246865.14,1582301.04,658730.78,5833.32,conventional,2016,West
36,2016-04-17,0.77,7592473.98,2283526.35,2074920.94,168334.55,3065692.14,1944100.53,1112775.44,8816.17,conventional,2016,West
37,2016-04-10,0.79,7275842.54,2750665.83,1941317.22,177612.73,2406246.76,1619230.76,780038.56,6977.44,conventional,2016,West
38,2016-04-03,0.79,6645738.99,2376641.3,1623272.79,159784.5,2486040.4,1644831.5,840392.37,816.53,conventional,2016,West
39,2016-03-27,0.78,7081399.02,2701807.88,1651027.14,190076.1,2538487.9,1771851.21,765592.73,1043.96,conventional,2016,West
40,2016-03-20,0.78,6938294.62,2557843.72,1955450.63,167407.21,2257593.06,1216115.26,1040865.95,611.85,conventional,2016,West
41,2016-03-13,0.81,6725483.24,2302275.93,1773673.19,179006.49,2470527.63,1608842.43,860619.11,1066.09,conventional,2016,West
42,2016-03-06,0.8,6903293.0,2817152.63,1691666.04,171164.48,2223309.85,1665446.71,556980.31,882.83,conventional,2016,West
43,2016-02-28,0.78,7193896.75,2394790.48,1865704.89,251937.95,2681463.43,1557228.28,1123472.59,762.56,conventional,2016,West
44,2016-02-21,0.77,7047624.39,2022750.67,2166534.86,123948.37,2734390.49,1670968.69,1062368.09,1053.71,conventional,2016,West
45,2016-02-14,0.78,6774726.47,2645973.11,1680248.49,155260.97,2293243.9,1225073.29,1064255.94,3914.67,conventional,2016,West
46,2016-02-07,0.69,9718438.84,3353158.49,2960080.17,281618.2,3123581.98,1921219.6,1187478.3,14884.08,conventional,2016,West
47,2016-01-31,0.85,6331953.73,2168765.69,1735400.35,186797.28,2240990.41,1438474.3,781447.29,21068.82,conventional,2016,West
48,2016-01-24,0.78,6118107.22,1121790.63,2113196.92,121729.44,2761390.23,1345680.31,1407886.07,7823.85,conventional,2016,West
49,2016-01-17,0.81,7221572.36,2091961.92,2079267.92,181519.92,2868822.6,1515056.35,1352291.24,1475.01,conventional,2016,West
50,2016-01-10,0.77,7438252.93,2530745.31,2193263.08,175472.09,2538772.45,1418302.47,1118953.54,1516.44,conventional,2016,West
51,2016-01-03,0.73,7707711.9,2204871.45,2638893.24,156194.56,2707752.65,1383713.06,1320163.95,3875.64,conventional,2016,West
0,2016-12-25,0.73,867992.74,484143.84,69977.4,15998.99,297872.51,130112.09,167620.42,140.0,conventional,2016,West Tex New Mexico
1,2016-12-18,0.76,790789.79,388322.1,66773.28,12379.19,323315.22,142224.29,180677.6,413.33,conventional,2016,West Tex New Mexico
2,2016-12-11,0.79,776453.82,308697.33,68324.89,12632.73,386798.87,167338.47,219187.07,273.33,conventional,2016,West Tex New Mexico
3,2016-12-04,0.85,699171.51,353339.84,66386.39,10869.1,268576.18,105842.68,162657.94,75.56,conventional,2016,West Tex New Mexico
4,2016-11-27,0.8,674184.53,415839.52,45217.58,9805.34,203322.09,104487.22,98716.81,118.06,conventional,2016,West Tex New Mexico
5,2016-11-20,0.99,670051.41,407045.54,40680.13,11622.63,210703.11,109832.07,100871.04,0.0,conventional,2016,West Tex New Mexico
6,2016-11-13,0.96,690820.58,429758.58,39757.86,14195.71,207108.43,114355.56,92752.87,0.0,conventional,2016,West Tex New Mexico
7,2016-11-06,0.99,643630.66,389129.36,47289.95,17719.27,189492.08,106571.99,82920.09,0.0,conventional,2016,West Tex New Mexico
8,2016-10-30,1.11,474480.97,230696.56,55531.58,17669.83,170583.0,77112.5,93470.5,0.0,conventional,2016,West Tex New Mexico
9,2016-10-23,1.0,620389.4,326067.93,68189.98,17487.68,208643.81,92147.36,115578.39,918.06,conventional,2016,West Tex New Mexico
10,2016-10-16,0.87,902725.42,490768.42,72347.94,13559.5,326049.56,204702.97,121346.59,0.0,conventional,2016,West Tex New Mexico
11,2016-10-09,1.05,732830.17,432642.49,61267.94,11748.36,227171.38,153534.17,73637.21,0.0,conventional,2016,West Tex New Mexico
12,2016-10-02,1.14,605034.4,326742.01,61488.36,15371.56,201432.47,131471.63,69960.84,0.0,conventional,2016,West Tex New Mexico
13,2016-09-25,1.07,598623.24,334016.4,61710.24,14663.85,188232.75,117476.89,70580.86,175.0,conventional,2016,West Tex New Mexico
14,2016-09-18,0.95,749931.49,471618.33,85785.47,12899.95,179627.74,104714.47,74913.27,0.0,conventional,2016,West Tex New Mexico
15,2016-09-11,0.73,1012039.31,689424.36,117338.63,12243.91,193032.41,111106.93,81825.48,100.0,conventional,2016,West Tex New Mexico
16,2016-09-04,0.88,863039.15,570194.15,87176.97,13318.67,192349.36,112529.49,79499.87,320.0,conventional,2016,West Tex New Mexico
17,2016-08-28,0.93,789223.6,472159.48,93803.41,12234.07,211026.64,134565.14,76391.5,70.0,conventional,2016,West Tex New Mexico
18,2016-08-21,0.92,808012.61,484477.52,87640.89,12142.01,223752.19,142739.33,81012.86,0.0,conventional,2016,West Tex New Mexico
19,2016-08-14,0.93,798986.84,449883.2,89651.56,15309.45,244142.63,159059.48,85083.15,0.0,conventional,2016,West Tex New Mexico
20,2016-08-07,0.95,816529.48,500097.71,81237.11,15436.45,219758.21,152300.82,67457.39,0.0,conventional,2016,West Tex New Mexico
21,2016-07-31,1.06,708243.4,404007.95,76077.49,15442.57,212715.39,144484.06,65764.66,2466.67,conventional,2016,West Tex New Mexico
22,2016-07-24,1.03,797993.91,432573.44,85761.86,17101.34,262557.27,169487.86,81989.41,11080.0,conventional,2016,West Tex New Mexico
23,2016-07-17,0.95,802834.4,449793.85,85497.73,16431.19,251111.63,178906.87,68996.71,3208.05,conventional,2016,West Tex New Mexico
24,2016-07-10,0.87,979053.68,571522.5,102689.06,16968.44,287873.68,187139.46,87776.17,12958.05,conventional,2016,West Tex New Mexico
25,2016-07-03,0.86,1026317.8,581532.54,106150.45,20212.32,318422.49,212681.56,91214.82,14526.11,conventional,2016,West Tex New Mexico
26,2016-06-26,0.8,1028845.61,558419.63,101284.45,23127.35,346014.18,243993.8,95170.94,6849.44,conventional,2016,West Tex New Mexico
27,2016-06-19,0.79,1048148.17,633115.26,111120.94,25373.47,278538.5,167775.05,94639.29,16124.16,conventional,2016,West Tex New Mexico
28,2016-06-12,0.82,916958.75,552199.46,94429.85,56434.44,213895.0,110853.14,87748.53,15293.33,conventional,2016,West Tex New Mexico
29,2016-06-05,0.75,1030392.53,625919.72,125188.2,41083.35,238201.26,106610.36,121450.9,10140.0,conventional,2016,West Tex New Mexico
30,2016-05-29,0.77,985833.89,556578.41,134448.46,37522.4,257284.62,107015.69,144257.82,6011.11,conventional,2016,West Tex New Mexico
31,2016-05-22,0.8,857842.32,497605.2,111206.4,50440.46,198590.26,97204.01,93102.92,8283.33,conventional,2016,West Tex New Mexico
32,2016-05-15,0.7,901217.17,581142.58,136712.42,20624.94,162737.23,97314.33,61552.9,3870.0,conventional,2016,West Tex New Mexico
33,2016-05-08,0.74,1052940.48,623286.74,183588.62,33224.01,212841.11,124984.25,83560.19,4296.67,conventional,2016,West Tex New Mexico
34,2016-05-01,0.73,926205.77,489363.62,148534.17,32607.62,255700.36,173262.3,75381.39,7056.67,conventional,2016,West Tex New Mexico
35,2016-04-24,0.77,859293.22,475418.6,155177.72,32786.12,195910.78,97308.05,96326.06,2276.67,conventional,2016,West Tex New Mexico
36,2016-04-17,0.73,944337.62,538758.64,154216.58,51745.47,199616.93,92473.19,107003.74,140.0,conventional,2016,West Tex New Mexico
37,2016-04-10,0.77,897755.55,567763.55,128899.01,32940.56,168152.43,97395.82,70756.61,0.0,conventional,2016,West Tex New Mexico
38,2016-04-03,0.73,776232.98,552528.04,80391.33,29032.63,114280.98,82969.77,31311.21,0.0,conventional,2016,West Tex New Mexico
39,2016-03-27,0.71,936600.58,638259.36,112685.01,30073.26,155582.95,99134.34,56448.61,0.0,conventional,2016,West Tex New Mexico
40,2016-03-20,0.7,932377.12,572667.0,148116.03,71017.02,140577.07,86992.57,53584.5,0.0,conventional,2016,West Tex New Mexico
41,2016-03-13,0.72,886197.95,563341.91,136619.69,36476.41,149759.94,88060.04,61699.9,0.0,conventional,2016,West Tex New Mexico
42,2016-03-06,0.77,814614.77,548260.5,108856.08,38919.31,118578.88,89574.12,29004.76,0.0,conventional,2016,West Tex New Mexico
43,2016-02-28,0.73,824072.51,532849.51,112139.39,53843.0,125240.61,84429.01,40794.93,16.67,conventional,2016,West Tex New Mexico
44,2016-02-21,0.7,840912.75,531994.93,140944.9,27799.93,140172.99,88186.62,50489.7,1496.67,conventional,2016,West Tex New Mexico
45,2016-02-14,0.7,963046.73,621734.73,151510.22,30289.17,159512.61,89653.91,56745.36,13113.34,conventional,2016,West Tex New Mexico
46,2016-02-07,0.68,1198679.87,755962.49,197733.56,74916.26,170067.56,100403.73,41471.6,28192.23,conventional,2016,West Tex New Mexico
47,2016-01-31,0.79,788831.92,512429.69,88819.79,38529.09,149053.35,94019.44,16913.91,38120.0,conventional,2016,West Tex New Mexico
48,2016-01-24,1.12,296402.96,45720.39,99167.08,16034.41,135481.08,94434.3,24812.34,16234.44,conventional,2016,West Tex New Mexico
49,2016-01-17,0.83,712937.27,440675.35,120098.37,26636.1,125527.45,89810.71,28507.85,7208.89,conventional,2016,West Tex New Mexico
50,2016-01-10,0.74,781036.73,486986.64,152838.09,16273.9,124938.1,82660.45,40944.32,1333.33,conventional,2016,West Tex New Mexico
51,2016-01-03,0.76,761760.52,419119.49,178471.03,35241.26,128928.74,94218.83,32476.58,2233.33,conventional,2016,West Tex New Mexico
0,2017-12-31,0.93,7132711.23,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,conventional,2017,California
1,2017-12-24,1.13,5346535.57,1934361.67,1934710.69,116855.41,1360607.8,1277612.22,21328.12,61667.46,conventional,2017,California
2,2017-12-17,0.98,6205211.05,1901831.08,2877209.2,115250.14,1310920.63,1229946.93,21220.86,59752.84,conventional,2017,California
3,2017-12-10,1.06,5715712.21,2234102.17,2013200.4,90168.26,1378241.38,1291298.72,27353.79,59588.87,conventional,2017,California
4,2017-12-03,1.09,5544556.0,2333912.0,1660573.0,100234.0,1449838.0,1365781.0,30856.0,53201.0,conventional,2017,California
5,2017-11-26,1.3,4392810.0,1734281.0,1354966.0,121946.0,1181616.0,1093008.0,27254.0,61354.0,conventional,2017,California
6,2017-11-19,1.26,4782021.0,1879513.0,1360694.0,107055.0,1434759.0,1328429.0,47615.0,58715.0,conventional,2017,California
7,2017-11-12,1.15,5637795.0,2309785.0,1882561.0,108415.0,1337035.0,1248089.0,30662.0,58284.0,conventional,2017,California
8,2017-11-05,1.15,5663438.53,2148627.4,2224529.18,108333.63,1181948.32,1105519.8,20488.19,55940.33,conventional,2017,California
9,2017-10-29,1.2,5714676.89,1981731.12,2384845.53,125816.68,1222283.56,1165130.71,22762.03,34390.82,conventional,2017,California
10,2017-10-22,1.53,4420877.4,1604916.52,1779177.98,123891.36,912891.54,856748.54,21482.38,34660.62,conventional,2017,California
11,2017-10-15,1.68,4066640.98,1348029.41,1699672.65,137027.4,881911.52,822315.27,22733.62,36862.63,conventional,2017,California
12,2017-10-08,1.74,4151444.41,1377101.0,1829530.74,138380.27,806432.4,747128.46,25531.54,33772.4,conventional,2017,California
13,2017-10-01,1.77,3870633.16,1288266.68,1608863.15,120405.29,853098.04,794746.4,25612.08,32739.56,conventional,2017,California
14,2017-09-24,1.74,3937000.67,1383479.62,1575761.37,119703.21,858056.47,801572.79,24211.83,32271.85,conventional,2017,California
15,2017-09-17,1.72,4167531.38,1571529.56,1556655.98,128019.39,911326.45,860705.01,18473.03,32148.41,conventional,2017,California
16,2017-09-10,1.71,4380657.13,1677368.14,1599511.35,141899.49,961878.15,904618.47,19579.65,37680.03,conventional,2017,California
17,2017-09-03,1.65,4648718.22,1856634.4,1720930.65,168178.12,902975.05,839519.87,21358.39,42096.79,conventional,2017,California
18,2017-08-27,1.78,4360013.67,1889886.87,1420373.34,157338.07,892415.39,830646.31,19482.22,42286.86,conventional,2017,California
19,2017-08-20,1.64,4524974.68,1995269.12,1293180.21,165218.13,1071307.22,986592.65,33841.83,50872.74,conventional,2017,California
20,2017-08-13,1.26,5862368.39,2346710.99,2079376.28,190313.03,1245968.09,1160556.19,32819.18,52592.72,conventional,2017,California
21,2017-08-06,1.36,5655955.05,2313742.61,1892140.35,159763.39,1290308.7,1201486.97,30452.62,58369.11,conventional,2017,California
22,2017-07-30,1.38,5571000.96,2179199.68,2206571.02,152942.18,1032288.08,948516.41,28336.99,55434.68,conventional,2017,California
23,2017-07-23,1.46,5188483.1,2201004.96,1738865.16,151424.79,1097188.19,1018813.29,20424.08,57950.82,conventional,2017,California
24,2017-07-16,1.49,5405190.35,2319570.09,1821613.01,178446.19,1085561.06,1007608.04,22434.17,55518.85,conventional,2017,California
25,2017-07-09,1.28,6499668.48,2634902.26,1818682.87,207945.39,1838137.96,1767976.83,5214.88,64946.25,conventional,2017,California
26,2017-07-02,1.28,6607292.61,2527123.67,1942683.02,224121.48,1913364.44,1844798.2,4337.49,64228.75,conventional,2017,California
27,2017-06-25,1.15,6999255.87,2706875.38,1977949.64,191069.11,2123361.74,2061235.1,5202.82,56923.82,conventional,2017,California
28,2017-06-18,1.2,6599048.85,2691571.96,1650089.15,191313.38,2066074.36,1989158.83,5912.72,71002.81,conventional,2017,California
29,2017-06-11,1.22,6177216.24,2302944.62,1517908.04,188258.15,2168105.43,2095827.24,5598.97,66679.22,conventional,2017,California
30,2017-06-04,1.2,6507093.57,2378539.46,1580024.38,141320.44,2407209.29,2348867.54,4428.25,53913.5,conventional,2017,California
31,2017-05-28,1.32,6160751.92,2307940.04,1793496.44,153502.24,1905813.2,1829396.11,3223.85,73193.24,conventional,2017,California
32,2017-05-21,1.35,5599003.03,2077113.57,1627754.26,137755.31,1756379.89,1685046.63,3942.61,67390.65,conventional,2017,California
33,2017-05-14,1.17,6370622.3,2375685.35,1570244.89,134825.51,2289866.55,2216400.16,4798.87,68667.52,conventional,2017,California
34,2017-05-07,1.08,7872203.23,2851510.24,2470795.47,150595.46,2399302.06,2314634.27,3601.53,81066.26,conventional,2017,California
35,2017-04-30,1.25,5889669.2,2197824.46,1689225.61,157508.63,1845110.5,1770413.98,2532.7,72163.82,conventional,2017,California
36,2017-04-23,1.26,5637299.78,2027854.71,1521895.03,162006.91,1925543.13,1849562.53,6322.77,69657.83,conventional,2017,California
37,2017-04-16,1.34,5442086.44,2047142.24,1572972.43,163002.25,1658969.52,1585488.4,1756.03,71725.09,conventional,2017,California
38,2017-04-09,1.13,6249182.98,1926187.79,2128867.47,161909.09,2032218.63,1957058.55,13132.9,62027.18,conventional,2017,California
39,2017-04-02,1.22,5719811.06,1856672.56,1580307.3,150682.37,2132148.83,2059479.45,16199.12,56470.26,conventional,2017,California
40,2017-03-26,1.33,5073070.91,1693588.76,1542979.33,138133.01,1698369.81,1629800.46,1991.84,66577.51,conventional,2017,California
41,2017-03-19,1.31,5328958.01,1857645.04,1555271.43,143586.99,1772454.55,1709046.29,5147.16,58261.1,conventional,2017,California
42,2017-03-12,1.31,5208101.86,1871004.41,1577127.23,156629.51,1603340.71,1528139.92,7223.59,67977.2,conventional,2017,California
43,2017-03-05,1.15,5634150.07,1961188.27,1720072.57,161251.98,1791637.25,1727384.52,9179.36,55073.37,conventional,2017,California
44,2017-02-26,0.95,6342089.92,2193499.5,2038284.77,155642.35,1954663.3,1870562.62,42309.14,41791.54,conventional,2017,California
45,2017-02-19,0.95,6194368.66,1999799.14,2098407.09,177817.01,1918345.42,1728825.22,145454.71,44065.49,conventional,2017,California
46,2017-02-12,0.79,6862176.64,2429385.13,1870884.97,158534.53,2403372.01,2247565.14,101368.24,54438.63,conventional,2017,California
47,2017-02-05,0.67,11213596.29,3986429.59,3550403.07,214137.93,3462625.7,3403581.49,7838.83,51205.38,conventional,2017,California
48,2017-01-29,0.76,8055482.07,3009291.31,2295856.21,148335.97,2601998.58,2504421.68,48343.02,49233.88,conventional,2017,California
49,2017-01-22,0.76,8153340.48,3089603.62,2659661.41,106559.24,2297516.21,2207074.93,61563.24,28878.04,conventional,2017,California
50,2017-01-15,0.93,6656554.36,2075029.62,2450277.12,95137.62,2036110.0,1910596.03,99912.91,25601.06,conventional,2017,California
51,2017-01-08,1.0,6653048.21,1988635.39,2569566.25,109029.01,1985817.56,1807926.97,144375.5,33515.09,conventional,2017,California
52,2017-01-01,0.89,7175276.66,2266313.37,2877688.31,90899.53,1940375.45,1762033.74,151333.95,27007.76,conventional,2017,California
0,2017-12-31,0.92,4398887.92,1092011.22,1740608.6,364049.45,1202218.65,927628.08,231172.74,43417.83,conventional,2017,Great Lakes
1,2017-12-24,1.3,2860693.26,507534.15,1076521.4,274898.24,1001739.47,812838.52,172058.17,16842.78,conventional,2017,Great Lakes
2,2017-12-17,1.22,3023285.74,605188.35,1037403.48,314592.44,1066101.47,773430.02,248878.18,43793.27,conventional,2017,Great Lakes
3,2017-12-10,1.18,3258080.63,609987.32,926924.56,158478.97,1562689.78,776310.65,772667.93,13711.2,conventional,2017,Great Lakes
4,2017-12-03,1.15,3837027.0,603156.0,1732528.0,317891.0,1183450.0,577048.0,579235.0,27167.0,conventional,2017,Great Lakes
5,2017-11-26,1.38,2254700.0,483896.0,837408.0,128863.0,804532.0,475224.0,328481.0,827.0,conventional,2017,Great Lakes
6,2017-11-19,1.23,2983690.0,581511.0,991256.0,155562.0,1255362.0,810002.0,438664.0,6697.0,conventional,2017,Great Lakes
7,2017-11-12,1.19,3284210.0,699961.0,1049661.0,151409.0,1383179.0,791377.0,585936.0,5866.0,conventional,2017,Great Lakes
8,2017-11-05,1.26,3225071.95,696600.38,1043530.21,144063.19,1340878.17,823843.88,510854.52,6179.77,conventional,2017,Great Lakes
9,2017-10-29,1.52,2739607.48,570308.79,901889.6,159959.25,1107449.84,775312.24,319204.76,12932.84,conventional,2017,Great Lakes
10,2017-10-22,1.75,2247856.71,444286.92,806545.92,170360.42,826663.45,555284.7,257991.63,13387.12,conventional,2017,Great Lakes
11,2017-10-15,1.86,2221613.58,446922.8,801194.66,160272.53,813223.59,525270.57,272860.81,15092.21,conventional,2017,Great Lakes
12,2017-10-08,1.98,2063573.51,419515.35,658131.8,166808.35,819118.01,531466.43,263131.15,24520.43,conventional,2017,Great Lakes
13,2017-10-01,1.89,2289168.77,444534.18,780137.97,169347.13,895149.49,599057.03,269972.31,26120.15,conventional,2017,Great Lakes
14,2017-09-24,1.83,2415482.04,458465.32,895147.87,165462.95,896405.9,603851.22,258959.51,33595.17,conventional,2017,Great Lakes
15,2017-09-17,1.86,2358162.43,421369.74,851995.69,199189.12,885607.88,597800.84,252502.35,35304.69,conventional,2017,Great Lakes
16,2017-09-10,1.81,2589499.71,441483.65,913391.31,215802.18,1018822.57,687077.09,288380.16,43365.32,conventional,2017,Great Lakes
17,2017-09-03,1.73,2638911.89,445855.59,975125.15,235105.19,982825.96,641935.76,287510.2,53380.0,conventional,2017,Great Lakes
18,2017-08-27,1.49,2973144.04,629034.1,996526.74,225401.1,1122182.1,706994.82,364885.27,50302.01,conventional,2017,Great Lakes
19,2017-08-20,1.44,3378088.25,666458.42,1089386.32,263855.97,1358387.54,890685.77,410469.94,57231.83,conventional,2017,Great Lakes
20,2017-08-13,1.57,2971011.18,504445.27,1051826.5,264838.37,1149901.04,733843.21,352853.24,63204.59,conventional,2017,Great Lakes
21,2017-08-06,1.42,3357719.29,574437.85,1199617.75,327392.03,1256271.66,832554.71,340048.81,83668.14,conventional,2017,Great Lakes
22,2017-07-30,1.44,3127451.33,628374.02,1159890.3,265494.92,1073692.09,685116.12,335733.79,52842.18,conventional,2017,Great Lakes
23,2017-07-23,1.47,3014558.52,557159.67,1180490.16,267511.89,1009396.8,647895.99,296531.31,64969.5,conventional,2017,Great Lakes
24,2017-07-16,1.38,3372297.92,613737.91,1337473.31,342667.93,1078418.77,686341.95,302794.91,89281.91,conventional,2017,Great Lakes
